entradas,saidas
-1.62764,8.53592e-08
0.035723,0.58837
1.66771,1
-0.255693,0.0719623
-1.02009,3.71352e-05
-1.07723,2.09715e-05
-1.02308,3.604e-05
-1.91928,4.62032e-09
-1.54775,1.89756e-07
-0.168473,0.15647
1.29477,0.999998
0.295516,0.950507
0.605407,0.997657
1.6553,1
-0.582387,0.00294743
0.968372,0.999938
-0.608633,0.00226857
0.1401,0.802342
1.80973,1
-1.29217,2.44452e-06
0.741081,0.999396
-1.05451,2.63207e-05
-0.0890676,0.29097
-0.497741,0.00684474
-1.82648,1.16865e-08
-1.54251,1.99973e-07
-1.64612,7.09541e-08
1.61937,1
-0.940964,8.19241e-05
1.26179,0.999997
-0.729904,0.000675729
0.0919593,0.714959
-0.683194,0.0010776
-1.2133,5.37902e-06
1.25188,0.999996
1.74636,1
-0.243078,0.0808552
-0.652841,0.0014592
-1.22676,4.70155e-06
1.70221,1
-1.11521,1.43449e-05
-0.914283,0.000106973
1.82539,1
1.92347,1
0.953393,0.999928
1.52297,1
-1.77656,1.92535e-08
-0.0429408,0.394268
-0.570009,0.00333452
1.08759,0.999981
1.97122,1
-0.469274,0.00907837
0.5277,0.994918
0.868106,0.99983
-0.396777,0.0185644
-0.921969,9.906e-05
1.08326,0.99998
-0.244846,0.0795515
-0.144767,0.19036
-0.266796,0.0648909
0.968476,0.999938
1.28854,0.999997
-0.432608,0.0130468
-0.860741,0.000182712
0.61018,0.997766
1.71728,1
-0.973481,5.91833e-05
1.76195,1
-1.70317,4.01078e-08
0.633008,0.998221
0.60221,0.997581
-0.370328,0.02405
0.235762,0.913538
-1.77729,1.9112e-08
-0.702773,0.000886161
-1.28346,2.66698e-06
-1.51894,2.53125e-07
-0.676914,0.00114737
-1.49453,3.23107e-07
-1.70241,4.04126e-08
1.86639,1
1.4846,1
-0.253335,0.0735527
-1.87634,7.09849e-09
-1.23676,4.25414e-06
-0.141171,0.195964
0.149404,0.816685
1.49879,1
-0.171208,0.152895
-0.537512,0.00460902
-0.830746,0.00024661
-0.232592,0.0889989
1.3871,0.999999
1.60615,1
-1.66578,5.82905e-08
0.0990668,0.72922
-1.51449,2.64646e-07
1.33976,0.999998
0.790193,0.99963
0.698019,0.999071
-0.845662,0.000212444
-0.737611,0.000625638
1.7611,1
-1.08416,1.95685e-05
1.61227,1
-1.03738,3.12396e-05
